"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","full_metadata_link","investigation_type","sequence_type","collection_date","continent","country","latitude","longitude","PI_organization","PI_organization_address","PI_organization_country","PI_firstname","PI_lastname","PI_email","env_package_full","X","project_id"
"mgm4525325","anthropogenic terrestrial biome","human-associated habitat","biological product","human-gut",NA,"In-DA","Healthy human gut study","https://api.mg-rast.org/metagenome/mgm4525325.3/metadata?verbosity=full","metagenome","WGS","2006-10-18",NA,"Japan",35.490139,139.683694,"RIKEN","RIKEN IMS-RCAI, 1-7-22, Suehiro-cho, Tsurumi-ku, Japan 230 0045","Japan","Todd","Taylor","taylor@riken.jp","{'data': {'profile_rating_demo 2': 'bronze', 'sex': 'Male', 'age': '6 months', 'disease_stat': 'Normal', 'env_package': 'human-gut', 'sample_name': 'In-B'}, 'type': 'human-gut', 'id': 'mge115931', 'name': 'In-B: human-gut'}",NA,"mgp4778"
"mgm4525701","anthropogenic terrestrial biome","human-associated habitat","biological product","human-gut",NA,"In-EA","Healthy human gut study","https://api.mg-rast.org/metagenome/mgm4525701.3/metadata?verbosity=full","metagenome","WGS","2006-10-12",NA,"Japan",35.490139,139.683694,"RIKEN","RIKEN IMS-RCAI, 1-7-22, Suehiro-cho, Tsurumi-ku, Japan 230 0045","Japan","Todd","Taylor","taylor@riken.jp","{'data': {'sex': 'Male', 'age': '3 months', 'disease_stat': 'Normal', 'profile_rating_demo 2': 'bronze', 'env_package': 'human-gut', 'sample_name': 'In-E'}, 'type': 'human-gut', 'id': 'mge116606', 'name': 'In-E: human-gut'}",NA,"mgp4778"
"mgm4530711","anthropogenic terrestrial biome","human-associated habitat","biological product","human-gut",NA,"In-EA","Healthy human gut study","https://api.mg-rast.org/metagenome/mgm4530711.3/metadata?verbosity=full","metagenome","WGS","2006-10-12",NA,"Japan",35.490139,139.683694,"RIKEN","RIKEN IMS-RCAI, 1-7-22, Suehiro-cho, Tsurumi-ku, Japan 230 0045","Japan","Todd","Taylor","taylor@riken.jp","{'id': 'mge126026', 'type': 'human-gut', 'data': {'env_package': 'human-gut', 'sample_name': 'In-E'}, 'name': 'In-E: human-gut'}",NA,"mgp4778"
"mgm4530717","anthropogenic terrestrial biome","human-associated habitat","biological product","human-gut",NA,"HuFD","HuFD","https://api.mg-rast.org/metagenome/mgm4530717.3/metadata?verbosity=full","metagenome","WGS","2005-09-22",NA,"Japan",35.490139,139.683694,"RIKEN","RIKEN IMS-RCAI, 1-7-22, Suehiro-cho, Tsurumi-ku, Japan 230 0045","Japan","Todd","Taylor","taylor@riken.jp","{'name': 'In-D: human-gut', 'type': 'human-gut', 'id': 'mge126041', 'data': {'sample_name': 'In-D', 'env_package': 'human-gut', 'sex': 'Male', 'age': '35 years', 'disease_stat': 'Normal', 'profile_rating_demo 2': 'bronze'}}",NA,"mgp4720"
"mgm4531566","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"UTM_sample_A4","UTM waste water treatment plant project A","https://api.mg-rast.org/metagenome/mgm4531566.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'id': 'mge126228', 'type': 'wastewater|sludge', 'name': 'UTM sample A4: wastewater|sludge', 'data': {'sample_name': 'UTM sample A4', 'env_package': 'wastewater|sludge'}}",NA,"mgp5463"
"mgm4531567","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"UTM_sample_A6","UTM waste water treatment plant project A","https://api.mg-rast.org/metagenome/mgm4531567.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'type': 'wastewater|sludge', 'id': 'mge126231', 'name': 'UTM sample A6: wastewater|sludge', 'data': {'sample_name': 'UTM sample A6', 'env_package': 'wastewater|sludge'}}",NA,"mgp5463"
"mgm4531568","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"UTM_sample_A1","UTM waste water treatment plant project A","https://api.mg-rast.org/metagenome/mgm4531568.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'data': {'env_package': 'wastewater|sludge', 'sample_name': 'UTM sample A1'}, 'id': 'mge126219', 'type': 'wastewater|sludge', 'name': 'UTM sample A1: wastewater|sludge'}",NA,"mgp5463"
"mgm4531569","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"UTM_sample_A3","UTM waste water treatment plant project A","https://api.mg-rast.org/metagenome/mgm4531569.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'name': 'UTM sample A3: wastewater|sludge', 'id': 'mge126225', 'type': 'wastewater|sludge', 'data': {'sample_name': 'UTM sample A3', 'env_package': 'wastewater|sludge'}}",NA,"mgp5463"
"mgm4531570","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"UTM_sample_A2","UTM waste water treatment plant project A","https://api.mg-rast.org/metagenome/mgm4531570.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'data': {'sample_name': 'UTM sample A2', 'env_package': 'wastewater|sludge'}, 'id': 'mge126222', 'type': 'wastewater|sludge', 'name': 'UTM sample A2: wastewater|sludge'}",NA,"mgp5463"
"mgm4531573","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"UTM_sample_A5","UTM waste water treatment plant project A","https://api.mg-rast.org/metagenome/mgm4531573.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'id': 'mge126234', 'data': {'sample_name': 'UTM_sample_A5', 'env_package': 'wastewater|sludge'}, 'name': 'UTM_sample_A5: wastewater|sludge', 'type': 'wastewater|sludge'}",NA,"mgp5463"
"mgm4531583","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"UTM_sample_B1","UTM waste water treatment plant project B","https://api.mg-rast.org/metagenome/mgm4531583.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'type': 'wastewater|sludge', 'data': {'env_package': 'wastewater|sludge', 'sample_name': 'UTM_sample_B1'}, 'name': 'UTM_sample_B1: wastewater|sludge', 'id': 'mge126261'}",NA,"mgp5465"
"mgm4531584","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"UTM_sample_B2","UTM waste water treatment plant project B","https://api.mg-rast.org/metagenome/mgm4531584.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'id': 'mge126264', 'type': 'wastewater|sludge', 'data': {'env_package': 'wastewater|sludge', 'sample_name': 'UTM_sample_B2'}, 'name': 'UTM_sample_B2: wastewater|sludge'}",NA,"mgp5465"
"mgm4531585","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"UTM_sample_B3","UTM waste water treatment plant project B","https://api.mg-rast.org/metagenome/mgm4531585.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'type': 'wastewater|sludge', 'name': 'UTM_sample_B3: wastewater|sludge', 'id': 'mge126267', 'data': {'env_package': 'wastewater|sludge', 'sample_name': 'UTM_sample_B3'}}",NA,"mgp5465"
"mgm4531586","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"UTM_sample_B4","UTM waste water treatment plant project B","https://api.mg-rast.org/metagenome/mgm4531586.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'data': {'sample_name': 'UTM_sample_B4', 'env_package': 'wastewater|sludge'}, 'id': 'mge126270', 'name': 'UTM_sample_B4: wastewater|sludge', 'type': 'wastewater|sludge'}",NA,"mgp5465"
"mgm4531600","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"Dataset UTM_sample_C1","UTM waste water treatment plant project C","https://api.mg-rast.org/metagenome/mgm4531600.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'data': {'sample_name': 'SOIL_C_ACAGTG_L007_R1_001', 'env_package': 'wastewater|sludge'}, 'type': 'wastewater|sludge', 'name': 'SOIL_C_ACAGTG_L007_R1_001: wastewater|sludge', 'id': 'mge126312'}",NA,"mgp5468"
"mgm4531601","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"UTM_sample_C3","UTM waste water treatment plant project C","https://api.mg-rast.org/metagenome/mgm4531601.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_C_ACAGTG_L007_R2_001'}, 'name': 'SOIL_C_ACAGTG_L007_R2_001: wastewater|sludge', 'type': 'wastewater|sludge', 'id': 'mge126318'}",NA,"mgp5468"
"mgm4531602","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"UTM_sample_C2","UTM waste water treatment plant project C","https://api.mg-rast.org/metagenome/mgm4531602.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_C_ACAGTG_L007_R1_002'}, 'id': 'mge126315', 'type': 'wastewater|sludge', 'name': 'SOIL_C_ACAGTG_L007_R1_002: wastewater|sludge'}",NA,"mgp5468"
"mgm4531603","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"UTM_sample_C4","UTM waste water treatment plant project C","https://api.mg-rast.org/metagenome/mgm4531603.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_C_ACAGTG_L007_R2_002'}, 'type': 'wastewater|sludge', 'name': 'SOIL_C_ACAGTG_L007_R2_002: wastewater|sludge', 'id': 'mge126321'}",NA,"mgp5468"
"mgm4531604","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"UTM_sample_D1","UTM waste water treatment plant project D","https://api.mg-rast.org/metagenome/mgm4531604.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_D_GCCAAT_L007_R1_001'}, 'type': 'wastewater|sludge', 'id': 'mge126324', 'name': 'SOIL_D_GCCAAT_L007_R1_001: wastewater|sludge'}",NA,"mgp5469"
"mgm4531605","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"UTM_sample_D2","UTM waste water treatment plant project D","https://api.mg-rast.org/metagenome/mgm4531605.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'id': 'mge126327', 'name': 'SOIL_D_GCCAAT_L007_R2_001: wastewater|sludge', 'type': 'wastewater|sludge', 'data': {'sample_name': 'SOIL_D_GCCAAT_L007_R2_001', 'env_package': 'wastewater|sludge'}}",NA,"mgp5469"
"mgm4531895","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"Dataset UTM_sample_E1","UTM waste water treatment plant project E","https://api.mg-rast.org/metagenome/mgm4531895.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'id': 'mge126330', 'type': 'wastewater|sludge', 'name': 'SOIL_E_CAGATC_L007_R1_001: wastewater|sludge', 'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_E_CAGATC_L007_R1_001'}}",NA,"mgp5471"
"mgm4531896","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"Dataset UTM_sample_E2","UTM waste water treatment plant project E","https://api.mg-rast.org/metagenome/mgm4531896.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'name': 'SOIL_E_CAGATC_L007_R1_002: wastewater|sludge', 'type': 'wastewater|sludge', 'data': {'sample_name': 'SOIL_E_CAGATC_L007_R1_002', 'env_package': 'wastewater|sludge'}, 'id': 'mge126333'}",NA,"mgp5471"
"mgm4531897","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"Dataset UTM_sample_E3","UTM waste water treatment plant project E","https://api.mg-rast.org/metagenome/mgm4531897.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_E_CAGATC_L007_R2_001'}, 'id': 'mge126336', 'name': 'SOIL_E_CAGATC_L007_R2_001: wastewater|sludge', 'type': 'wastewater|sludge'}",NA,"mgp5471"
"mgm4531898","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"Dataset UTM_sample_E4","UTM waste water treatment plant project E","https://api.mg-rast.org/metagenome/mgm4531898.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'type': 'wastewater|sludge', 'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_E_CAGATC_L007_R2_002'}, 'id': 'mge126339', 'name': 'SOIL_E_CAGATC_L007_R2_002: wastewater|sludge'}",NA,"mgp5471"
"mgm4531922","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"UTM_sample_F3","UTM waste water treatment plant project F","https://api.mg-rast.org/metagenome/mgm4531922.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'id': 'mge126393', 'type': 'wastewater|sludge', 'data': {'sample_name': 'SOIL_F_CTTGTA_L007_R1_001', 'env_package': 'wastewater|sludge'}, 'name': 'SOIL_F_CTTGTA_L007_R1_001: wastewater|sludge'}",NA,"mgp5474"
"mgm4531923","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"UTM_sample_F4","UTM waste water treatment plant project F","https://api.mg-rast.org/metagenome/mgm4531923.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'type': 'wastewater|sludge', 'name': 'SOIL_F_CTTGTA_L007_R1_002: wastewater|sludge', 'data': {'sample_name': 'SOIL_F_CTTGTA_L007_R1_002', 'env_package': 'wastewater|sludge'}, 'id': 'mge126396'}",NA,"mgp5474"
"mgm4531924","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"UTM_sample_F1","UTM waste water treatment plant project F","https://api.mg-rast.org/metagenome/mgm4531924.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'name': 'SOIL_F_CTTGTA_L007_R2_001: wastewater|sludge', 'type': 'wastewater|sludge', 'id': 'mge126399', 'data': {'sample_name': 'SOIL_F_CTTGTA_L007_R2_001', 'env_package': 'wastewater|sludge'}}",NA,"mgp5474"
"mgm4531925","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"UTM_sample_F2","UTM waste water treatment plant project F","https://api.mg-rast.org/metagenome/mgm4531925.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'type': 'wastewater|sludge', 'name': 'SOIL_F_CTTGTA_L007_R2_002: wastewater|sludge', 'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_F_CTTGTA_L007_R2_002'}, 'id': 'mge126402'}",NA,"mgp5474"
"mgm4536624","anthropogenic terrestrial biome","human-associated habitat","biological product","human-gut",NA,"HuFD","HuFD","https://api.mg-rast.org/metagenome/mgm4536624.3/metadata?verbosity=full","metagenome","WGS","2005-09-22",NA,"Japan",35.490139,139.683694,"RIKEN","RIKEN IMS-RCAI, 1-7-22, Suehiro-cho, Tsurumi-ku, Japan 230 0045","Japan","Todd","Taylor","taylor@riken.jp","{'type': 'human-gut', 'data': {'sample_name': 'In-D', 'sex': 'Male', 'profile_rating_demo 2': 'bronze', 'age': '35 years', 'env_package': 'human-gut', 'disease_stat': 'Normal'}, 'id': 'mge133393', 'name': 'In-D: human-gut'}",NA,"mgp4720"
"mgm4544291","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R1_001","UTM waste water treatment plant project A","https://api.mg-rast.org/metagenome/mgm4544291.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'data': {'env_package': 'wastewater|sludge', 'sample_name': 'SOIL_A_CGATGT_L007_R1_001'}, 'type': 'wastewater|sludge', 'id': 'mge146405', 'name': 'SOIL_A_CGATGT_L007_R1_001: wastewater|sludge'}",NA,"mgp5463"
"mgm4544292","anthropogenic terrestrial biome","wastewater treatment plant","sewage","wastewater|sludge",NA,"SOIL_A_CGATGT_L007_R1_002","UTM waste water treatment plant project A","https://api.mg-rast.org/metagenome/mgm4544292.3/metadata?verbosity=full","metagenome","WGS","2013-04-01",NA,"Malaysia",1.5580384,103.6420599,"ProfoundKestrel","Selangor","Malaysia","Jayaraj","Vijaya Kumaran","jayarajvijayakumaran@gmail.com","{'name': 'SOIL_A_CGATGT_L007_R1_002: wastewater|sludge', 'id': 'mge146408', 'type': 'wastewater|sludge', 'data': {'sample_name': 'SOIL_A_CGATGT_L007_R1_002', 'env_package': 'wastewater|sludge'}}",NA,"mgp5463"
