"samples","biome","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","full_metadata_link","investigation_type","sequence_type","collection_date","continent","country","latitude","longitude","PI_organization","PI_organization_address","PI_organization_country","PI_firstname","PI_lastname","PI_email","env_package_full","X","project_id"
"mgm4463931","oceanic epipelagic zone biome","archipelago","sea water","water",NA,"AnaPaula_PE15-4","The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago","https://api.mg-rast.org/metagenome/mgm4463931.3/metadata?verbosity=full","metagenome","WGS","2010-09-15",NA,"Brazil",0.933333333333333,-29.3666666666667,"UFRJ","Av. Carlos Chagas Fo., 373","Brazil","Ana Paula","B. Moreira","anapaula.biomar.ufrj@gmail.com","{'name': '3AnaPaula_PE15: water', 'id': 'mge389253', 'data': {'sample_name': '3AnaPaula_PE15', 'env_package': 'water'}, 'type': 'water'}",NA,"mgp3395"
"mgm4463932","oceanic epipelagic zone biome","archipelago","sea water","water",NA,"AnaPaula_PE14-2","The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago","https://api.mg-rast.org/metagenome/mgm4463932.3/metadata?verbosity=full","metagenome","WGS","2010-09-14",NA,"Brazil",0.933333333333333,-29.3666666666667,"UFRJ","Av. Carlos Chagas Fo., 373","Brazil","Ana Paula","B. Moreira","anapaula.biomar.ufrj@gmail.com","{'data': {'sample_name': '2AnaPaula_PE14', 'env_package': 'water'}, 'id': 'mge389241', 'name': '2AnaPaula_PE14: water', 'type': 'water'}",NA,"mgp3395"
"mgm4463933","oceanic epipelagic zone biome","archipelago","sea water","water",NA,"AnaPaula_PE14-3","The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago","https://api.mg-rast.org/metagenome/mgm4463933.3/metadata?verbosity=full","metagenome","WGS","2010-09-14",NA,"Brazil",0.933333333333333,-29.3666666666667,"UFRJ","Av. Carlos Chagas Fo., 373","Brazil","Ana Paula","B. Moreira","anapaula.biomar.ufrj@gmail.com","{'name': '3AnaPaula_PE14: water', 'id': 'mge389244', 'data': {'env_package': 'water', 'sample_name': '3AnaPaula_PE14'}, 'type': 'water'}",NA,"mgp3395"
"mgm4468639","oceanic epipelagic zone biome","archipelago","sea water","water",NA,"AnaPaula_PE18-2","The influence of global climatic changes over the vitality of corals from St Peter and St Paul Archipelago","https://api.mg-rast.org/metagenome/mgm4468639.3/metadata?verbosity=full","metagenome","WGS","2010-09-18",NA,"Brazil",0.933333333333333,-29.3666666666667,"UFRJ","Av. Carlos Chagas Fo., 373","Brazil","Ana Paula","B. Moreira","anapaula.biomar.ufrj@gmail.com","{'name': '2AnaPaula_PE18: water', 'id': 'mge389259', 'data': {'sample_name': '2AnaPaula_PE18', 'env_package': 'water'}, 'type': 'water'}",NA,"mgp3395"
"mgm4539502","oceanic epipelagic zone biome","marine oligotrophic desert","water","water",NA,"MO13.040m.00.2um","BIOS Microbial Oceanography Course","https://api.mg-rast.org/metagenome/mgm4539502.3/metadata?verbosity=full","metagenome","WGS","2013-06-24","north america","Bermuda",32.17,-64.5,"University of California, Santa Barbara","Marine Science Institute, University of California, Santa Barbara, CA, 93106, USA","USA","Craig","Carlson","craig.carlson@lifesci.ucsb.edu","{'name': 'MO13.040m.00.2um: water', 'data': {'misc_param_1': 'env_package: water', 'env_package': 'water', 'sample_name': 'MO13.040m.00.2um'}, 'id': 'mge139938', 'type': 'water'}",NA,"mgp1167"
"mgm4539503","oceanic epipelagic zone biome","marine oligotrophic desert","water","water",NA,"MO13.040m.01.2um","BIOS Microbial Oceanography Course","https://api.mg-rast.org/metagenome/mgm4539503.3/metadata?verbosity=full","metagenome","WGS","2013-06-24","north america","Bermuda",32.17,-64.5,"University of California, Santa Barbara","Marine Science Institute, University of California, Santa Barbara, CA, 93106, USA","USA","Craig","Carlson","craig.carlson@lifesci.ucsb.edu","{'id': 'mge139941', 'type': 'water', 'name': 'MO13.040m.01.2um: water', 'data': {'misc_param_1': 'env_package: water', 'env_package': 'water', 'sample_name': 'MO13.040m.01.2um'}}",NA,"mgp1167"
"mgm4539504","oceanic epipelagic zone biome","marine oligotrophic desert","water","water",NA,"MO13.080m.00.2um","BIOS Microbial Oceanography Course","https://api.mg-rast.org/metagenome/mgm4539504.3/metadata?verbosity=full","metagenome","WGS","2013-06-24","north america","Bermuda",32.17,-64.5,"University of California, Santa Barbara","Marine Science Institute, University of California, Santa Barbara, CA, 93106, USA","USA","Craig","Carlson","craig.carlson@lifesci.ucsb.edu","{'data': {'env_package': 'water', 'sample_name': 'MO13.080m.00.2um', 'misc_param_1': 'env_package: water'}, 'id': 'mge139944', 'name': 'MO13.080m.00.2um: water', 'type': 'water'}",NA,"mgp1167"
"mgm4539505","oceanic epipelagic zone biome","marine oligotrophic desert","water","water",NA,"MO13.120m.01.2um","BIOS Microbial Oceanography Course","https://api.mg-rast.org/metagenome/mgm4539505.3/metadata?verbosity=full","metagenome","WGS","2013-06-24","north america","Bermuda",32.17,-64.5,"University of California, Santa Barbara","Marine Science Institute, University of California, Santa Barbara, CA, 93106, USA","USA","Craig","Carlson","craig.carlson@lifesci.ucsb.edu","{'name': 'MO13.120m.01.2um: water', 'id': 'mge139947', 'type': 'water', 'data': {'sample_name': 'MO13.120m.01.2um', 'env_package': 'water', 'misc_param_1': 'env_package: water'}}",NA,"mgp1167"
"mgm4539506","oceanic epipelagic zone biome","marine oligotrophic desert","water","water",NA,"MO13.120m.20.0um","BIOS Microbial Oceanography Course","https://api.mg-rast.org/metagenome/mgm4539506.3/metadata?verbosity=full","metagenome","WGS","2013-06-24","north america","Bermuda",32.17,-64.5,"University of California, Santa Barbara","Marine Science Institute, University of California, Santa Barbara, CA, 93106, USA","USA","Craig","Carlson","craig.carlson@lifesci.ucsb.edu","{'id': 'mge139950', 'data': {'misc_param_1': 'env_package: water', 'sample_name': 'MO13.120m.20.0um', 'env_package': 'water'}, 'type': 'water', 'name': 'MO13.120m.20.0um: water'}",NA,"mgp1167"
"mgm4539507","oceanic epipelagic zone biome","marine oligotrophic desert","water","water",NA,"MO13.150m.00.2um","BIOS Microbial Oceanography Course","https://api.mg-rast.org/metagenome/mgm4539507.3/metadata?verbosity=full","metagenome","WGS","2013-06-24","north america","Bermuda",32.17,-64.5,"University of California, Santa Barbara","Marine Science Institute, University of California, Santa Barbara, CA, 93106, USA","USA","Craig","Carlson","craig.carlson@lifesci.ucsb.edu","{'name': 'MO13.150m.00.2um: water', 'type': 'water', 'id': 'mge139953', 'data': {'misc_param_1': 'env_package: water', 'env_package': 'water', 'sample_name': 'MO13.150m.00.2um'}}",NA,"mgp1167"
"mgm4539508","oceanic epipelagic zone biome","marine oligotrophic desert","water","water",NA,"MO13.150m.01.2um","BIOS Microbial Oceanography Course","https://api.mg-rast.org/metagenome/mgm4539508.3/metadata?verbosity=full","metagenome","WGS","2013-06-24","north america","Bermuda",32.17,-64.5,"University of California, Santa Barbara","Marine Science Institute, University of California, Santa Barbara, CA, 93106, USA","USA","Craig","Carlson","craig.carlson@lifesci.ucsb.edu","{'type': 'water', 'data': {'misc_param_1': 'env_package: water', 'env_package': 'water', 'sample_name': 'MO13.150m.01.2um'}, 'id': 'mge139956', 'name': 'MO13.150m.01.2um: water'}",NA,"mgp1167"
"mgm4539509","oceanic epipelagic zone biome","marine oligotrophic desert","water","water",NA,"MO13.150m.05.0um","BIOS Microbial Oceanography Course","https://api.mg-rast.org/metagenome/mgm4539509.3/metadata?verbosity=full","metagenome","WGS","2013-06-24","north america","Bermuda",32.17,-64.5,"University of California, Santa Barbara","Marine Science Institute, University of California, Santa Barbara, CA, 93106, USA","USA","Craig","Carlson","craig.carlson@lifesci.ucsb.edu","{'name': 'MO13.150m.05.0um: water', 'id': 'mge139959', 'type': 'water', 'data': {'env_package': 'water', 'misc_param_1': 'env_package: water', 'sample_name': 'MO13.150m.05.0um'}}",NA,"mgp1167"
"mgm4706473","oceanic epipelagic zone biome","ocean time series station","oligotrophic water","water",NA,"c17_S2_L001_R2_001","Single_cell_metagenomics","https://api.mg-rast.org/metagenome/mgm4706473.3/metadata?verbosity=full","metagenome","WGS","2010-07-08","north america","USA",22.7666666666667,-157.9,"UH_Manoa","1950_East_West_Rd_Honolulu_HI_96822","USA","Paul","Kemp","Paulkemp@hawaii.edu","{'name': 'c17_S2_L001_R2_001: water', 'data': {'sample_name': 'c17_S2_L001_R2_001', 'env_package': 'water'}, 'id': 'mge493917', 'type': 'water'}",NA,"mgp18765"
"mgm4706478","oceanic epipelagic zone biome","ocean time series station","oligotrophic water","water",NA,"c17_S2_L001_R1_001","Single_cell_metagenomics","https://api.mg-rast.org/metagenome/mgm4706478.3/metadata?verbosity=full","metagenome","WGS","2010-07-08","north america","USA",22.7666666666667,-157.9,"UH_Manoa","1950_East_West_Rd_Honolulu_HI_96822","USA","Paul","Kemp","Paulkemp@hawaii.edu","{'type': 'water', 'data': {'env_package': 'water', 'sample_name': 'c17_S2_L001_R1_001'}, 'name': 'c17_S2_L001_R1_001: water', 'id': 'mge493914'}",NA,"mgp18765"
"mgm4706479","oceanic epipelagic zone biome","ocean time series station","oligotrophic water","water",NA,"g13_S3_L001_R1_001","Single_cell_metagenomics","https://api.mg-rast.org/metagenome/mgm4706479.3/metadata?verbosity=full","metagenome","WGS","2010-07-08","north america","USA",22.7666666666667,-157.9,"UH_Manoa","1950_East_West_Rd_Honolulu_HI_96822","USA","Paul","Kemp","Paulkemp@hawaii.edu","{'name': 'g13_S3_L001_R1_001: water', 'data': {'env_package': 'water', 'sample_name': 'g13_S3_L001_R1_001'}, 'id': 'mge493926', 'type': 'water'}",NA,"mgp18765"
"mgm4706483","oceanic epipelagic zone biome","ocean time series station","oligotrophic water","water",NA,"g13_S3_L001_R2_001","Single_cell_metagenomics","https://api.mg-rast.org/metagenome/mgm4706483.3/metadata?verbosity=full","metagenome","WGS","2010-07-08","north america","USA",22.7666666666667,-157.9,"UH_Manoa","1950_East_West_Rd_Honolulu_HI_96822","USA","Paul","Kemp","Paulkemp@hawaii.edu","{'id': 'mge493929', 'name': 'g13_S3_L001_R2_001: water', 'type': 'water', 'data': {'env_package': 'water', 'sample_name': 'g13_S3_L001_R2_001'}}",NA,"mgp18765"
